Mayor65Anos,Conyuge,Dependientes,MesesDeContrato,TelefonoFijo,VariasLineasTelefonicas,ServicioDeInternet,SeguridadOnline,BackupOnline,SeguroEnDispositivo,SoporteTecnico,TVaCable,StreamingDePeliculas,TipoDeContrato,PagoOnline,FormaDePago,CuentaMensual,Churn
0,No,No,14,Si,No,FibraOptica,No,Si,No,Si,No,No,Mensual,Si,TarjetaDeCredito,80.05,No
0,Si,Si,71,Si,Si,FibraOptica,Si,No,Si,No,Si,Si,Bienal,No,ChequeDigital,105.55,No
0,No,Si,13,Si,No,FibraOptica,No,No,No,No,Si,No,Mensual,Si,TarjetaDeCredito,78.3,No
0,No,No,44,Si,No,FibraOptica,No,No,No,No,No,No,Mensual,No,TarjetaDeCredito,68.85,No
0,No,No,33,Si,No,FibraOptica,No,Si,No,Si,No,No,Anual,Si,DebitoAutomatico,79.95,No
0,Si,Si,72,No,SinServicioTelefonico,DSL,Si,Si,Si,Si,No,Si,Bienal,Si,TarjetaDeCredito,55.45,No
0,No,No,1,Si,No,FibraOptica,No,No,No,No,No,Si,Mensual,No,ChequeDigital,79.9,Si
0,No,No,19,Si,No,FibraOptica,Si,No,Si,Si,Si,Si,Mensual,Si,ChequeDigital,106.6,Si
0,Si,No,64,Si,No,FibraOptica,No,Si,Si,Si,Si,Si,Anual,Si,TarjetaDeCredito,102.45,No
0,No,No,2,Si,No,DSL,No,No,No,No,No,No,Mensual,Si,TarjetaDeCredito,46.0,Si
0,No,No,1,No,SinServicioTelefonico,DSL,No,No,No,No,No,No,Mensual,No,ChequeDigital,25.25,No
0,No,Si,61,Si,No,No,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,Bienal,No,ChequePapel,19.75,No
0,Si,Si,29,Si,No,No,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,Anual,No,ChequeDigital,20.0,No
1,Si,No,23,Si,Si,FibraOptica,No,No,No,No,No,Si,Mensual,No,ChequeDigital,86.8,No
0,Si,No,57,No,SinServicioTelefonico,DSL,Si,Si,Si,No,Si,Si,Mensual,Si,DebitoAutomatico,58.75,No
0,Si,Si,72,No,SinServicioTelefonico,DSL,Si,Si,Si,Si,No,No,Bienal,No,TarjetaDeCredito,45.25,No
0,Si,No,66,No,SinServicioTelefonico,DSL,Si,Si,Si,Si,Si,No,Bienal,Si,DebitoAutomatico,56.6,No
0,Si,Si,65,Si,Si,DSL,No,Si,Si,Si,Si,Si,Bienal,Si,DebitoAutomatico,84.2,No
0,No,No,8,Si,No,FibraOptica,No,No,No,No,Si,No,Mensual,Si,DebitoAutomatico,80.0,No
0,No,No,4,Si,No,FibraOptica,No,No,No,No,No,No,Mensual,Si,ChequeDigital,70.15,Si
0,Si,No,71,Si,Si,No,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,Bienal,No,DebitoAutomatico,24.75,No
0,Si,Si,1,Si,No,No,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,Anual,Si,ChequeDigital,20.2,No
0,Si,No,4,Si,No,DSL,No,No,No,Si,No,No,Mensual,No,ChequePapel,50.05,Si
0,No,No,12,Si,No,No,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,Anual,Si,DebitoAutomatico,19.35,No
0,No,No,24,No,SinServicioTelefonico,DSL,Si,No,No,No,Si,Si,Anual,Si,ChequePapel,50.6,No
0,Si,Si,31,Si,No,DSL,Si,No,Si,Si,Si,Si,Anual,Si,ChequePapel,81.15,No
0,Si,No,1,Si,No,DSL,No,No,No,No,Si,No,Mensual,No,ChequePapel,55.2,Si
0,No,No,30,Si,Si,FibraOptica,No,No,No,Si,No,Si,Mensual,Si,TarjetaDeCredito,89.9,No
0,Si,Si,47,Si,Si,DSL,Si,Si,No,Si,Si,Si,Bienal,Si,TarjetaDeCredito,85.3,No
0,No,No,54,Si,Si,FibraOptica,Si,Si,No,Si,Si,Si,Bienal,Si,TarjetaDeCredito,108.0,No
0,No,No,50,Si,No,FibraOptica,Si,Si,No,Si,No,Si,Mensual,Si,TarjetaDeCredito,93.5,No
0,No,No,1,Si,No,FibraOptica,Si,No,No,No,No,Si,Mensual,Si,ChequePapel,84.6,Si
0,No,No,72,Si,No,No,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,Bienal,No,TarjetaDeCredito,20.25,No
0,No,No,29,Si,Si,No,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,Mensual,No,ChequeDigital,25.15,No
0,No,No,2,Si,Si,DSL,No,Si,No,No,No,No,Mensual,Si,ChequePapel,54.4,Si
0,No,No,10,No,SinServicioTelefonico,DSL,No,No,No,Si,No,No,Bienal,Si,ChequePapel,29.6,No
0,Si,No,18,Si,Si,FibraOptica,No,No,No,No,No,No,Mensual,Si,ChequeDigital,73.15,No
1,No,No,11,Si,No,FibraOptica,No,Si,No,No,Si,Si,Mensual,Si,ChequeDigital,95.0,Si
0,No,No,16,Si,No,No,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,Bienal,No,ChequePapel,19.75,No
0,No,No,72,Si,Si,DSL,No,Si,Si,Si,Si,Si,Bienal,No,DebitoAutomatico,86.6,No
0,No,No,72,Si,Si,FibraOptica,No,Si,Si,Si,Si,Si,Bienal,No,DebitoAutomatico,109.2,No
0,Si,Si,41,Si,No,DSL,Si,No,No,Si,Si,Si,Anual,Si,TarjetaDeCredito,74.7,No
1,Si,No,65,Si,No,FibraOptica,Si,Si,Si,No,No,Si,Mensual,No,ChequeDigital,94.4,No
1,No,No,13,Si,No,DSL,No,Si,Si,No,No,No,Mensual,Si,ChequeDigital,54.8,No
1,No,No,4,Si,No,FibraOptica,Si,No,No,No,No,No,Mensual,No,ChequeDigital,75.35,No
0,No,No,41,Si,Si,DSL,No,No,Si,No,No,Si,Anual,No,ChequePapel,65.0,No
1,No,No,15,Si,No,FibraOptica,No,Si,No,No,No,No,Mensual,Si,ChequeDigital,74.4,Si
0,No,No,1,Si,No,DSL,Si,No,No,No,No,No,Mensual,Si,ChequePapel,48.55,Si
0,No,No,42,Si,Si,FibraOptica,Si,Si,Si,No,No,Si,Anual,Si,ChequeDigital,99.0,No
0,Si,No,51,Si,No,FibraOptica,Si,Si,Si,No,Si,No,Anual,Si,ChequeDigital,93.5,No
0,Si,Si,2,Si,No,FibraOptica,No,No,No,No,No,No,Mensual,No,ChequeDigital,70.4,Si
1,Si,No,1,No,SinServicioTelefonico,DSL,No,Si,No,No,Si,No,Mensual,No,ChequeDigital,40.2,Si
0,No,Si,32,Si,Si,DSL,No,Si,Si,Si,Si,Si,Anual,No,TarjetaDeCredito,83.7,No
0,No,No,10,Si,No,No,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,Mensual,Si,ChequePapel,19.85,No
0,Si,Si,67,No,SinServicioTelefonico,DSL,No,Si,Si,Si,Si,Si,Bienal,Si,ChequeDigital,59.55,No
0,Si,Si,61,Si,Si,FibraOptica,Si,Si,Si,Si,Si,Si,Bienal,No,TarjetaDeCredito,115.1,No
0,No,No,50,Si,Si,FibraOptica,Si,Si,Si,Si,Si,Si,Anual,No,TarjetaDeCredito,114.35,No
0,Si,No,2,Si,No,DSL,No,No,No,No,No,No,Mensual,Si,TarjetaDeCredito,44.6,Si
1,Si,No,29,No,SinServicioTelefonico,DSL,Si,No,Si,No,No,Si,Mensual,Si,ChequeDigital,45.0,No
1,No,No,3,No,SinServicioTelefonico,DSL,No,No,Si,No,No,Si,Mensual,Si,ChequeDigital,41.15,Si
1,No,No,13,Si,Si,FibraOptica,No,Si,Si,No,Si,Si,Mensual,Si,ChequeDigital,106.9,Si
1,Si,No,57,Si,Si,FibraOptica,No,Si,No,No,No,Si,Mensual,Si,ChequeDigital,89.85,No
0,No,No,31,No,SinServicioTelefonico,DSL,Si,Si,No,Si,No,Si,Bienal,Si,DebitoAutomatico,49.85,No
0,Si,No,45,Si,Si,FibraOptica,Si,Si,Si,Si,Si,Si,Anual,No,ChequePapel,113.3,No
0,Si,Si,61,Si,Si,DSL,Si,Si,Si,Si,Si,Si,Bienal,No,ChequePapel,88.1,No
0,No,No,50,Si,Si,No,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,Bienal,No,DebitoAutomatico,24.9,No
1,No,No,19,Si,No,FibraOptica,Si,Si,No,Si,Si,Si,Mensual,Si,ChequePapel,105.0,No
0,No,No,59,Si,No,No,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,Bienal,No,ChequePapel,19.35,Si
0,Si,No,71,Si,Si,No,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,Bienal,Si,TarjetaDeCredito,24.25,No
1,No,No,16,Si,No,FibraOptica,No,No,No,Si,Si,Si,Mensual,Si,ChequeDigital,94.45,Si
0,Si,No,57,Si,No,DSL,Si,Si,No,Si,No,No,Bienal,Si,ChequeDigital,59.75,No
0,No,No,1,No,SinServicioTelefonico,DSL,No,No,No,No,No,No,Mensual,No,DebitoAutomatico,24.8,Si
1,Si,No,20,Si,Si,FibraOptica,No,Si,No,Si,Si,Si,Mensual,No,ChequeDigital,107.05,No
0,No,No,1,Si,No,FibraOptica,No,No,No,No,No,No,Mensual,No,ChequePapel,70.6,Si
0,Si,No,5,Si,Si,FibraOptica,No,Si,No,Si,No,No,Mensual,Si,ChequeDigital,85.4,Si
0,Si,No,52,Si,Si,FibraOptica,No,Si,Si,No,Si,Si,Mensual,Si,ChequeDigital,105.05,Si
1,Si,No,21,Si,No,DSL,Si,Si,No,No,No,Si,Mensual,Si,DebitoAutomatico,64.95,No
0,No,No,14,No,SinServicioTelefonico,DSL,No,No,Si,Si,Si,Si,Mensual,Si,ChequeDigital,55.0,No
0,No,No,5,Si,No,DSL,No,Si,No,No,No,No,Mensual,No,DebitoAutomatico,50.55,No
0,No,No,6,Si,No,DSL,Si,Si,No,No,No,No,Mensual,No,ChequePapel,55.15,No
0,No,No,10,Si,No,DSL,No,Si,No,No,No,No,Mensual,No,ChequeDigital,51.2,No
0,No,Si,1,Si,Si,No,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,Mensual,No,ChequePapel,25.4,No
0,No,No,68,Si,Si,DSL,Si,No,No,No,No,No,Mensual,No,ChequePapel,54.45,No
0,Si,Si,18,Si,No,FibraOptica,No,No,Si,No,Si,Si,Mensual,No,ChequePapel,95.15,Si
0,No,No,22,Si,Si,FibraOptica,No,No,No,No,No,No,Anual,Si,TarjetaDeCredito,76.0,No
0,No,No,20,Si,No,DSL,No,No,No,No,No,No,Mensual,Si,ChequeDigital,44.35,No
0,Si,No,1,Si,No,FibraOptica,No,No,No,No,No,No,Mensual,No,ChequeDigital,70.0,Si
1,No,No,8,Si,No,FibraOptica,No,Si,No,No,No,No,Mensual,Si,ChequeDigital,74.5,Si
0,No,No,10,Si,No,DSL,No,No,No,No,No,No,Mensual,Si,TarjetaDeCredito,44.85,Si
1,No,No,24,Si,Si,FibraOptica,No,No,No,No,No,No,Mensual,Si,ChequeDigital,76.1,Si
0,No,No,35,Si,No,DSL,Si,Si,Si,No,No,No,Anual,No,ChequePapel,61.2,No
0,Si,Si,23,Si,No,FibraOptica,No,Si,Si,Si,No,No,Anual,No,ChequePapel,86.8,No
1,No,No,6,Si,No,FibraOptica,No,No,No,No,Si,Si,Mensual,Si,ChequeDigital,89.35,No
0,No,No,12,Si,No,No,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,Mensual,No,ChequePapel,19.7,No
0,No,No,1,Si,No,No,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,Mensual,No,ChequePapel,20.25,No
0,Si,Si,71,Si,No,FibraOptica,No,No,Si,No,No,No,Bienal,No,ChequeDigital,76.05,No
1,Si,No,35,Si,Si,FibraOptica,No,No,Si,No,Si,Si,Mensual,Si,ChequeDigital,100.8,No
0,Si,Si,40,Si,Si,DSL,No,No,Si,No,Si,Si,Mensual,Si,ChequeDigital,74.55,No
0,No,Si,1,Si,No,FibraOptica,Si,No,No,No,No,No,Mensual,Si,ChequePapel,73.6,Si
0,No,No,23,Si,No,DSL,No,No,No,No,Si,Si,Anual,Si,DebitoAutomatico,64.9,No
1,No,No,4,Si,Si,FibraOptica,No,No,No,No,Si,Si,Mensual,Si,ChequeDigital,95.45,Si
0,No,No,4,Si,No,FibraOptica,No,No,Si,Si,No,Si,Mensual,Si,ChequeDigital,90.4,No
0,Si,Si,68,No,SinServicioTelefonico,DSL,No,Si,Si,Si,Si,Si,Bienal,No,TarjetaDeCredito,60.3,No
0,No,Si,38,Si,Si,FibraOptica,No,Si,No,No,No,No,Mensual,Si,ChequePapel,81.85,No
0,Si,Si,52,Si,Si,No,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,Bienal,No,ChequePapel,24.8,No
1,Si,No,32,Si,Si,FibraOptica,No,No,No,No,No,No,Mensual,Si,ChequeDigital,74.9,Si
0,Si,Si,29,Si,No,DSL,No,No,Si,Si,Si,Si,Bienal,No,ChequePapel,75.55,No
1,Si,Si,38,Si,Si,FibraOptica,No,Si,No,No,Si,Si,Mensual,No,ChequeDigital,101.15,No
0,No,Si,48,Si,Si,DSL,Si,No,Si,No,Si,Si,Anual,Si,TarjetaDeCredito,78.75,No
0,No,No,1,Si,No,No,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,Mensual,Si,DebitoAutomatico,19.25,No
0,No,No,22,Si,No,FibraOptica,Si,No,No,Si,No,Si,Mensual,Si,ChequeDigital,89.05,No
0,No,No,43,Si,Si,FibraOptica,Si,Si,Si,Si,Si,Si,Bienal,No,TarjetaDeCredito,115.05,No
1,Si,No,5,Si,No,FibraOptica,No,No,No,No,No,No,Mensual,Si,ChequeDigital,69.35,No
0,No,No,5,Si,No,FibraOptica,No,No,No,No,Si,No,Mensual,Si,ChequeDigital,80.6,Si
0,Si,Si,51,Si,Si,FibraOptica,Si,Si,No,Si,Si,Si,Anual,No,TarjetaDeCredito,110.05,No
0,No,No,71,Si,No,No,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,Bienal,Si,TarjetaDeCredito,19.9,No
0,Si,Si,38,Si,No,DSL,Si,Si,No,Si,Si,Si,Anual,No,TarjetaDeCredito,80.3,Si
1,Si,No,24,Si,No,FibraOptica,No,No,Si,No,Si,Si,Mensual,Si,ChequeDigital,93.15,Si
0,Si,No,35,Si,Si,FibraOptica,No,No,No,Si,Si,No,Mensual,Si,TarjetaDeCredito,91.5,No
1,No,No,54,Si,Si,DSL,Si,Si,No,Si,Si,Si,Anual,No,DebitoAutomatico,82.45,Si
0,Si,Si,72,No,SinServicioTelefonico,DSL,No,Si,Si,Si,Si,Si,Bienal,Si,ChequeDigital,60.0,No
0,No,No,1,Si,No,DSL,No,No,No,No,No,No,Mensual,Si,ChequeDigital,44.8,No
0,Si,Si,9,Si,No,DSL,Si,No,No,No,No,No,Anual,No,ChequePapel,48.6,No
0,No,No,69,No,SinServicioTelefonico,DSL,Si,Si,No,Si,Si,Si,Bienal,Si,DebitoAutomatico,60.05,No
0,Si,No,52,Si,Si,FibraOptica,No,Si,No,Si,Si,Si,Mensual,Si,TarjetaDeCredito,102.7,No
1,Si,No,11,Si,No,FibraOptica,No,No,No,Si,Si,No,Mensual,Si,ChequeDigital,82.9,No
1,No,No,2,Si,No,FibraOptica,No,No,No,No,No,No,Mensual,Si,ChequeDigital,70.35,Si
1,Si,Si,28,No,SinServicioTelefonico,DSL,No,No,No,No,Si,No,Mensual,Si,ChequeDigital,35.9,No
1,No,No,17,Si,Si,FibraOptica,No,No,Si,No,No,No,Mensual,Si,TarjetaDeCredito,82.65,No
0,Si,Si,35,Si,No,No,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,Bienal,Si,ChequePapel,19.85,No
0,No,No,8,Si,No,No,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,Anual,Si,ChequePapel,19.2,No
0,No,No,46,Si,Si,FibraOptica,No,Si,Si,No,Si,No,Anual,Si,TarjetaDeCredito,94.9,No
0,No,No,7,Si,Si,FibraOptica,No,No,No,No,No,No,Mensual,Si,ChequeDigital,73.85,Si
0,No,No,2,Si,Si,FibraOptica,No,No,Si,No,No,No,Mensual,No,ChequePapel,80.6,Si
0,Si,Si,68,Si,Si,DSL,No,Si,Si,Si,No,Si,Anual,Si,DebitoAutomatico,75.8,Si
0,No,No,43,Si,Si,FibraOptica,No,Si,Si,No,Si,Si,Bienal,Si,ChequeDigital,104.6,Si
0,No,No,68,Si,Si,DSL,Si,Si,Si,Si,Si,Si,Bienal,Si,ChequeDigital,88.15,No
0,No,No,36,Si,No,FibraOptica,No,Si,No,No,Si,Si,Mensual,Si,TarjetaDeCredito,94.8,No
0,Si,No,63,Si,Si,FibraOptica,No,Si,Si,No,Si,Si,Mensual,Si,ChequeDigital,103.4,Si
1,No,No,32,Si,No,DSL,No,Si,No,Si,No,No,Mensual,No,DebitoAutomatico,54.65,No
0,Si,No,71,Si,Si,DSL,Si,Si,Si,Si,Si,Si,Bienal,No,TarjetaDeCredito,85.75,No
0,Si,Si,66,Si,Si,DSL,Si,Si,Si,No,No,No,Mensual,Si,DebitoAutomatico,67.45,No
0,No,No,63,Si,No,No,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,Anual,No,ChequePapel,20.5,No
0,No,Si,41,Si,No,No,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,Anual,Si,TarjetaDeCredito,20.25,No
1,No,No,1,Si,Si,FibraOptica,No,No,No,No,No,No,Mensual,Si,ChequeDigital,72.1,No
0,No,No,2,Si,No,FibraOptica,No,No,No,No,Si,Si,Mensual,Si,ChequeDigital,90.4,Si
0,Si,No,70,Si,No,No,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,Bienal,No,DebitoAutomatico,19.45,No
0,No,No,23,No,SinServicioTelefonico,DSL,No,No,No,No,Si,Si,Mensual,Si,ChequeDigital,44.95,No
1,Si,No,64,Si,No,FibraOptica,Si,Si,Si,No,No,Si,Anual,No,DebitoAutomatico,97.0,No
0,Si,Si,37,Si,Si,DSL,Si,No,Si,Si,No,No,Bienal,Si,TarjetaDeCredito,62.8,No
0,No,Si,17,Si,No,DSL,No,No,No,No,No,No,Anual,No,ChequePapel,44.6,No
1,No,No,7,Si,No,FibraOptica,No,No,No,No,Si,Si,Mensual,Si,ChequeDigital,89.15,No
0,Si,Si,4,Si,Si,FibraOptica,No,Si,Si,No,No,No,Mensual,Si,DebitoAutomatico,84.8,Si
1,No,No,21,No,SinServicioTelefonico,DSL,Si,No,No,No,Si,No,Mensual,Si,ChequeDigital,41.9,Si
0,No,No,10,Si,No,FibraOptica,No,No,No,No,No,Si,Mensual,Si,DebitoAutomatico,80.25,Si
1,No,No,16,Si,Si,DSL,Si,No,No,No,No,No,Mensual,Si,ChequeDigital,54.1,No
0,Si,No,64,Si,Si,FibraOptica,No,Si,No,Si,Si,Si,Bienal,Si,ChequeDigital,105.25,No
1,Si,No,27,No,SinServicioTelefonico,DSL,Si,No,No,No,No,No,Mensual,No,TarjetaDeCredito,30.75,Si
0,Si,Si,42,Si,Si,FibraOptica,Si,No,No,No,Si,Si,Anual,No,ChequeDigital,97.1,No
0,No,Si,5,Si,No,No,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,Mensual,No,ChequePapel,20.2,No
0,No,No,41,Si,No,FibraOptica,No,Si,No,Si,Si,Si,Bienal,Si,DebitoAutomatico,98.8,No
0,Si,No,58,Si,No,DSL,No,No,Si,No,No,No,Anual,No,TarjetaDeCredito,50.3,No
0,No,No,47,Si,No,No,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,Bienal,Si,ChequePapel,20.55,No
0,No,No,18,Si,No,FibraOptica,No,No,No,Si,No,No,Mensual,Si,DebitoAutomatico,75.9,No
0,No,No,5,Si,No,FibraOptica,No,No,Si,No,Si,Si,Mensual,No,DebitoAutomatico,96.5,Si
0,Si,No,23,Si,No,DSL,Si,No,No,No,No,Si,Mensual,Si,DebitoAutomatico,59.95,No
0,No,No,1,Si,No,No,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,Mensual,No,ChequePapel,19.15,No
0,Si,No,71,Si,Si,FibraOptica,No,No,Si,No,Si,Si,Anual,Si,TarjetaDeCredito,98.65,No
0,Si,Si,72,Si,Si,FibraOptica,Si,Si,Si,Si,Si,Si,Bienal,Si,TarjetaDeCredito,112.6,No
0,Si,Si,33,Si,No,No,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,Anual,No,ChequePapel,20.6,No
0,No,No,2,Si,Si,FibraOptica,No,No,No,No,Si,No,Mensual,Si,ChequeDigital,85.65,Si
0,No,Si,24,No,SinServicioTelefonico,DSL,Si,No,No,Si,No,No,Bienal,No,ChequePapel,35.75,No
0,Si,Si,56,Si,Si,FibraOptica,No,Si,Si,Si,No,Si,Anual,Si,TarjetaDeCredito,99.75,No
0,No,No,37,Si,No,FibraOptica,No,Si,No,No,Si,Si,Mensual,Si,TarjetaDeCredito,96.1,No
0,No,No,43,Si,Si,DSL,No,Si,Si,Si,Si,Si,Anual,No,TarjetaDeCredito,85.1,No
0,No,No,1,No,SinServicioTelefonico,DSL,No,No,No,No,No,No,Mensual,No,ChequePapel,25.35,No
0,Si,No,25,Si,Si,FibraOptica,No,No,Si,Si,Si,Si,Mensual,Si,DebitoAutomatico,104.95,Si
0,No,No,61,Si,Si,DSL,Si,Si,Si,Si,Si,Si,Bienal,No,ChequeDigital,89.65,No
0,No,No,17,Si,Si,FibraOptica,No,No,Si,Si,No,No,Anual,No,ChequeDigital,86.75,No
0,Si,No,41,Si,No,FibraOptica,No,Si,Si,Si,No,No,Anual,Si,DebitoAutomatico,86.2,No
0,No,No,1,Si,No,DSL,No,Si,No,No,No,No,Mensual,No,ChequePapel,50.65,Si
1,Si,Si,72,No,SinServicioTelefonico,DSL,Si,Si,Si,Si,Si,Si,Bienal,Si,DebitoAutomatico,64.8,No
0,No,No,1,Si,Si,FibraOptica,No,Si,No,No,No,Si,Mensual,Si,TarjetaDeCredito,90.85,Si
0,No,No,48,Si,Si,FibraOptica,No,Si,Si,No,Si,Si,Bienal,Si,DebitoAutomatico,108.1,No
1,Si,No,11,Si,No,No,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,Mensual,No,ChequePapel,19.95,Si
1,Si,No,55,Si,Si,FibraOptica,No,Si,Si,No,No,No,Mensual,Si,ChequeDigital,85.45,Si
0,No,No,42,No,SinServicioTelefonico,DSL,Si,Si,Si,Si,No,Si,Anual,Si,ChequeDigital,54.75,No
0,No,No,44,Si,Si,FibraOptica,No,No,Si,No,No,Si,Mensual,Si,ChequePapel,90.4,No
0,No,Si,1,Si,No,DSL,No,No,No,No,No,No,Mensual,No,ChequeDigital,44.0,No
0,No,No,27,Si,Si,FibraOptica,No,No,No,No,Si,Si,Mensual,Si,DebitoAutomatico,95.6,No
1,Si,No,27,Si,Si,DSL,No,Si,Si,Si,Si,Si,Mensual,Si,DebitoAutomatico,84.8,No
1,No,No,2,Si,No,DSL,No,No,No,No,No,No,Mensual,Si,ChequeDigital,44.3,No
0,No,No,19,Si,No,No,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,Mensual,No,ChequePapel,19.9,No
1,Si,No,42,Si,Si,FibraOptica,No,No,No,No,Si,Si,Mensual,Si,ChequeDigital,95.05,No
0,No,No,66,Si,Si,DSL,Si,Si,Si,Si,Si,Si,Bienal,Si,TarjetaDeCredito,90.05,No
1,Si,No,33,Si,Si,FibraOptica,Si,No,Si,Si,Si,Si,Mensual,Si,DebitoAutomatico,109.9,No
0,No,No,34,Si,No,FibraOptica,No,Si,No,No,No,No,Mensual,Si,TarjetaDeCredito,73.95,Si
1,No,No,33,No,SinServicioTelefonico,DSL,No,No,Si,Si,Si,Si,Mensual,Si,ChequeDigital,54.6,No
0,Si,Si,23,Si,No,No,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,Anual,No,ChequePapel,20.05,No
0,No,No,32,Si,No,No,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,Anual,No,DebitoAutomatico,19.75,No
0,No,No,11,Si,No,No,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,Anual,No,TarjetaDeCredito,20.05,No
0,Si,Si,69,Si,Si,FibraOptica,No,No,Si,No,Si,Si,Mensual,Si,TarjetaDeCredito,99.45,Si
0,Si,No,68,Si,No,DSL,Si,No,No,Si,No,No,Anual,No,DebitoAutomatico,55.9,No
0,No,No,20,Si,No,No,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,Bienal,Si,ChequePapel,19.7,No
0,No,No,72,Si,No,No,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,Bienal,Si,TarjetaDeCredito,19.8,No
0,Si,Si,60,Si,Si,FibraOptica,Si,No,Si,No,Si,No,Anual,Si,DebitoAutomatico,95.4,No
1,Si,Si,32,Si,No,FibraOptica,No,Si,No,No,Si,Si,Mensual,Si,ChequePapel,93.95,No
0,No,No,1,Si,No,No,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,Mensual,Si,ChequePapel,19.9,Si
0,No,No,1,Si,No,No,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,Mensual,Si,ChequePapel,19.6,Si
